Year,Provider ID,Name,Street Address,City,State,ZIP Code,HRR,Hospice Beneficiaries,Total Days,Total Medicare Payment Amount,Total Medicare Standard Payment Amount,Total Charge Amount,Percent RHC Days,Physician Services,Home Health Visit Hours per Day,Skilled Nursing Visit Hours per Day,Social Service Visit Hours per Day,Total Live Discharges,Hospice beneficiaries with 7 or fewer hospice care days,Hospice beneficiaries with more than 60 hospice care days,Hospice beneficiaries with more than 180 hospice care days,Home Health Visit Hours per Day During Week Prior to Death,Skilled Nursing Visit Hours per Day During Week Prior to Death,Social Service Visit Hours per Day During Week Prior to Death,Average Age,Male hospice beneficiaries,Female hospice beneficiaries,White hospice beneficiaries,Black hospice beneficiaries,Asian hospice beneficiaries,Hispanic hospice beneficiaries,Other/unknown race hospice beneficiaries,Medicare Advantage hospice beneficiaries,Medicaid Eligible hospice beneficiaries,Hospice beneficiaries with a primary diagnosis of cancer,Hospice beneficiaries with a primary diagnosis of dementia,Hospice beneficiaries with a primary diagnosis of stroke,Hospice beneficiaries with a primary diagnosis of circulatory/heart disease,Hospice beneficiaries with a primary diagnosis of respiratory disease,Hospice beneficiaries with other primary diagnoses ,Site-of-service Home hospice beneficiaries,Site-of-service Assisted Living Facility hospice beneficiaries,Site-of-service Long-term-care or non-skilled Nursing Facility hospice beneficiaries,Site-of-service Skilled Nursing Facility hospice beneficiaries,Site-of-service Inpatient Hospital hospice beneficiaries,Site-of-service Inpatient Hospice hospice beneficiaries,Site-of-service Other Facility hospice beneficiaries
2016,751744,"PRUDENT HOSPICE CARE, INC","7311 VAN NUYS BLVD, #11",VAN NUYS,CA,91405,CA - Los Angeles,13,863,180998.26,161840.22,337508,98,21,0.27,0.39,0.02,,,,,0.21,1.64,0,79,,,,,,,0,,,,,,,,,12,0,0,,0,0,
2016,751641,SALUS HOSPICE,"630 ROOSEVELT, SUITE B",IRVINE,CA,92620,CA - Orange County,193,10528,2018956.65,1782283.72,2755265.29,99,,0.4,0.56,0.07,12,42,63,11,0.39,1.77,0.11,86,80,113,166,,13,12,,73,,67,22,32,30,16,26,145,45,0,,0,0,
2016,751721,"RELIANCE HOSPICE SERVICES, INC","14540 VICTORY BLVD, STE 229",VAN NUYS,CA,91411,CA - Los Angeles,50,1139,314194.16,266070.06,539164.22,93,29,0.22,1.75,0.03,,17,,,0.33,9.09,0.06,83,24,26,18,15,,11,,,,25,,,,,,44,,0,,0,0,0
2016,51536,"HOSPICE OF HUMBOLDT, INC",3327 TIMBER FALL COURT,EUREKA,CA,95503,CA - Redding,525,33824,6740115.39,5518478.94,9547559.54,99,198,0.19,0.22,0.06,45,105,173,51,0.21,0.53,0.11,83,222,303,489,,,,19,22,82,188,56,83,79,40,79,521,0,0,0,,,
2016,921517,APPLE VALLEY HOSPICE INC,12241 INDUSTRIAL BLVD,VICTORVILLE,CA,92395,CA - San Bernardino,37,1686,311216.86,288545.86,446770,100,30,0.41,0.25,0.04,,,13,0,0.25,0.7,0.14,86,12,25,29,,,,0,21,,,,0,19,,,36,,0,0,0,0,
2016,751680,ANGEL OF GOD HOSPICE AND PALLIATIVE CARE INC,"266 MOBIL AVENUE, STE # 203,",CAMARILLO,CA,93010,CA - Ventura,54,2230,461398.9,389224.21,818860.37,99,,0.2,0.36,0.04,,13,12,,0.28,1.25,0.02,82,20,34,34,0,0,20,0,11,28,,11,,,,15,28,,0,21,0,0,
2016,51506,PATHWAYS HOME HEALTH AND HOSPICE,"333 HEGENBERGER ROAD, SUITE 700",OAKLAND,CA,94621,CA - Alameda County,298,21803,5185870,3466674.07,12794064.13,100,46,0.35,0.28,0.07,35,58,99,38,0.28,0.94,0.18,84,115,183,179,41,30,36,12,83,89,96,46,18,41,24,73,162,56,0,80,0,0,0
2016,751639,"NEW HORIZON HOSPICE, INC","1012 EAST COLORADO ST, SUITE 290",GLENDALE,CA,91205,CA - Los Angeles,30,2251,436277.72,375241.79,571159.83,99,,0.13,0.46,0,,,12,,0.37,2.77,0,87,11,19,23,,,,,12,,,,,,,,29,0,0,,0,0,
2016,551648,"LIBERTY HOSPICE, INC.","1111 N. BRAND BLVD., SUITE 314",GLENDALE,CA,91202,CA - Los Angeles,45,4725,894811.09,764898.98,1607326.62,99,,0.18,0.45,0.04,14,,23,,0.23,8.43,0.11,85,22,23,26,,,12,0,25,23,,17,,,,,37,,,0,0,0,0
2016,551682,OAKHURST HOSPICE,"910 HAMPSHIRE ROAD, SUITE S",WESTLAKE VILLAGE,CA,91361,CA - Ventura,175,18114,3377202.54,2837770.62,6244936.2,100,76,0.22,0.27,0.02,20,27,77,39,0.15,0.61,0.07,86,73,102,149,,,14,,50,23,29,84,12,20,13,17,98,59,,17,0,0,
2016,551706,CALIFORNIA HOSPICE CARE,"8001 LAUREL CANYON BLVD, STE 206",N HOLLYWOOD,CA,91605,CA - Los Angeles,52,6846,1211798.92,1031984.15,1714313.05,100,19,0.14,0.15,0,21,,35,19,0.12,0.22,0.02,85,18,34,40,,,,,16,25,,28,,13,,,50,,0,0,0,0,
2016,51611,PEC HOSPICE,10507 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,CA - Orange County,53,5389,978738.99,862701.36,1451725.29,100,84,0.46,0.42,0.02,,,20,,0.41,1.48,0.02,82,16,37,40,,,,,14,14,22,12,,,,,49,,0,,0,0,0
2016,551718,"CARELINK HOSPICE SERVICES, INC","1260 B STREET, SUITE 375",HAYWARD,CA,94541,CA - Alameda County,188,18481,4228397.05,2868615,5661182.09,100,0,0.35,0.34,0.03,28,25,82,39,0.55,0.91,0.07,82,97,91,71,51,41,,,31,122,42,45,36,27,12,26,59,15,0,112,0,,
2016,751716,"UNIVERSAL HOSPICE, INC","151 N SAN VICENTE BLVD, SUITE 209",BEVERLY HILLS,CA,90211,CA - Los Angeles,33,1834,346155.01,296285.74,564088.77,99,,0.12,0.38,0.04,,,,,0.11,0.65,0.07,87,12,21,27,,0,,0,,,13,,,11,,,29,,0,0,0,0,
2016,551540,ASERACARE HOSPICE,650 WEST ALLUVIAL AVENUE,FRESNO,CA,93711,CA - Fresno,502,35277,6168872.67,5694570.8,8546465.79,100,0,0.26,0.28,0.03,68,103,185,61,0.3,0.81,0.1,82,213,289,324,20,,130,,201,271,105,93,53,81,57,113,224,45,233,0,0,0,0
2016,551553,SANCTUARY HOSPICE,"10631 PARAMOUNT BLVD,",DOWNEY,CA,90241,CA - Los Angeles,121,6236,1171155.35,1016415.25,1485656.43,99,0,0.38,0.38,0.06,63,17,41,0,0.32,1.08,0.11,85,46,75,83,,,21,,62,31,24,38,,27,,17,72,13,0,29,0,,
2016,551634,KAISER FOUNDATION HOSPITAL ANAHEIM HOSPICE,"17542 EAST 17TH STREET, SUITE 300",TUSTIN,CA,92780,CA - Orange County,393,19927,3857223.83,3344929.92,10577416.43,100,98,0.18,0.35,0.05,45,74,116,15,0.21,0.84,0.08,82,191,202,294,,35,55,,393,35,201,,,52,30,81,326,64,0,,,0,0
2016,751749,"BLENDSHIP, INC",876 N MOUNTAIN AVE SUITE 200F,UPLAND,CA,91786,CA - San Bernardino,16,1523,292365.7,254609.16,461878.79,99,11,0.27,0.21,0.01,,,,,0.53,0.34,0.01,83,,,,,0,,,,,,,0,,0,,15,0,,0,0,0,
2016,551662,"SANTA MARGARITA HOSPICE, INC",2417 HONOLULU AVE,MONTROSE,CA,91020,CA - Los Angeles,20,3184,596150.82,509883.45,852144,98,17,0.41,0.52,0.01,,,12,,0.33,6.09,0.01,85,,,,,,,0,,,,,,,,,16,0,0,,0,0,
2016,751585,"VICTORIA HOSPICE SERVICES, INC","6399 WILSHIRE BLVD, STE 203",LOS ANGELES,CA,90048,CA - Los Angeles,24,1848,342071.43,298318.72,494800,100,0,0,0.15,0.04,,0,11,,0,0,0,76,,,,,,,,,,,0,0,20,,,24,0,0,0,0,0,0
2016,51751,SUTTER NORTH HOSPICE,400 PLUMAS BLVD SUITE 115A,YUBA CITY,CA,95991,CA - Sacramento,281,11728,2250327.21,1991288.05,4011936.53,100,129,0.24,0.3,0.05,27,79,59,11,0.24,0.79,0.1,81,133,148,238,,,25,11,17,73,102,24,49,48,21,37,201,23,,56,0,0,
2016,751613,"ABSOLUTE COMPASSION, LLC","6355 RIVERSIDE BLVD, SUITE T",SACRAMENTO,CA,95831,CA - Sacramento,95,5684,1336469.38,943358.51,1549388.18,100,0,0.13,0.22,0.04,14,18,35,,0.12,0.48,0.14,85,38,57,76,,,,,55,,,33,,42,,,23,71,0,,0,0,
2016,51529,CITRUS VALLEY HOSPICE,820 N PHILLIPS AVE,WEST COVINA,CA,91791,CA - Los Angeles,572,20824,5043041.53,4326240.73,9261685.42,90,543,0.23,0.37,0.02,26,305,87,41,0.78,1.65,0.06,82,247,325,333,15,41,172,11,343,157,194,87,58,100,52,81,198,18,,28,11,310,
2016,51526,HOSPICE OF SANTA CRUZ COUNTY,940 DISC DRIVE,SCOTTS VALLEY,CA,95066,CA - Santa Cruz,943,63690,16013146.03,10312078.12,25381934.97,100,28,0.28,0.27,0.06,64,180,311,109,0.3,0.94,0.13,85,348,595,813,,27,94,,127,189,256,135,93,141,79,239,575,220,148,0,0,0,0
2016,551704,AMERICAN HOSPICE AND HOME HEALTH CARE SERVICE INC,613 - 1ST STREET SUITE 203,BRENTWOOD,CA,94513,CA - Contra Costa County,210,15081,3599629.97,2446739.74,5279530.95,100,,0.26,0.26,0.03,49,39,75,35,0.22,0.55,0.07,82,80,130,93,,39,44,,47,106,67,44,36,19,13,31,119,15,0,76,0,0,0
2016,751728,HOSPICE OF THE SOUTH COAST LLC,"11230 SORRENTO VALLEY ROAD, SUITE 120",SAN DIEGO,CA,92121,CA - San Diego,63,3851,754426.17,653723.77,927377.07,100,0,0.11,0.24,0.02,12,12,20,,0.13,0.96,0.04,83,29,34,49,,,,,27,17,14,,16,11,,,37,,,,,0,
2016,751752,"PRIDE HOSPICE CARE, INC","2501 W BURBANK BLVD, SUITE 206",BURBANK,CA,91505,CA - Los Angeles,31,2398,465371.15,402125.41,544864.25,99,0,0.17,0.36,0.03,13,,14,,0.16,2.71,0.03,79,19,12,15,,,,,11,16,11,,,14,,,28,,0,,0,0,0
2016,51634,ASSISTED HOME HOSPICE,"8550 BALBOA BLVD, STE 282",NORTHRIDGE,CA,91325,CA - Los Angeles,748,71923,14049264.21,11884570.53,25347747.58,99,1169,0.27,0.29,0.04,37,147,317,154,0.23,0.99,0.13,86,277,471,639,,22,64,,276,75,204,161,56,187,54,86,334,390,,23,0,0,
2016,51534,HOSPICE OF REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,242,12707,2335718.57,2107571.99,4870145.93,100,155,0.29,0.42,0.04,20,48,62,22,0.29,0.84,0.07,83,100,142,192,,,37,,183,42,72,58,15,46,22,29,229,0,13,0,0,0,0
2016,551631,FIVE STAR HOME HOSPICE,"1028 N LAKE AVE, SUITE 106",PASADENA,CA,91104,CA - Los Angeles,174,10286,2096391.41,1808519.97,3388724.11,98,84,0.2,0.34,0.03,16,27,51,16,0.19,0.65,0.04,83,67,107,81,33,,35,,116,48,79,32,,16,,30,146,22,0,,0,0,
2016,751580,"AMENITY HOSPICE CARE OF LOS ANGELES, INC.",3407 WEST 6TH ST UNIT 505,LOS ANGELES,CA,90020,CA - Los Angeles,50,5006,927138.8,814965.84,1216655.3,100,57,0.27,0.26,0.02,23,,28,,0.34,1.59,0.01,85,14,36,26,,,,,27,18,12,16,,,,,50,0,0,0,0,0,0
2016,551588,BRIGHT HORIZON HOSPICE SERVICES,"6255 N FRESNO STREET, SUITE 104",FRESNO,CA,93710,CA - Fresno,222,22060,3783123.29,3427212.43,6067662.36,100,0,0.22,0.29,0.04,19,34,100,47,0.18,0.62,0.11,83,97,125,137,17,,58,,93,87,46,66,14,39,25,32,154,11,0,57,0,0,0
2016,551643,"IVORY HOSPICE, INC","233 E POMONA BLVD, STE A",MONTEREY PARK,CA,91755,CA - Los Angeles,76,6966,1304926.77,1116593.36,1715921.01,100,0,0.12,0.31,0.02,12,14,35,15,0.2,1.58,0.05,85,26,50,23,,29,20,,22,49,19,,,40,,,57,,0,13,0,0,
2016,551667,HUNTINGTON HOSPICE PALLIATIVE CARE,225 E BROADWAY SUITE 106,GLENDALE,CA,91205,CA - Los Angeles,73,7875,1488468.96,1282953.13,2491416.25,99,100,0.23,0.28,0.04,47,,43,21,0.17,1.53,0.07,83,30,43,53,,,11,,24,42,,42,,18,,,40,31,0,,0,0,
2016,551660,LIFE SPRINGS HOSPICE CARE,60 WHITNEY PLACE,FREMONT,CA,94539,CA - Alameda County,206,17248,4091610.04,2738491.38,6314009.92,100,0,0.31,0.42,0.03,22,47,87,32,0.3,1.16,0.04,86,79,127,126,,33,33,,52,96,36,86,19,31,15,19,135,14,0,57,0,0,0
2016,51551,KAISER FOUNDATION HOSPITAL HOSPICE-OAKLAND,"4501 BROADWAY, 1ST FLOOR",OAKLAND,CA,94611,CA - Alameda County,561,25799,6601455.66,4419686.64,9844699.56,100,0,0.16,0.31,0.09,48,110,146,23,0.18,0.76,0.15,84,236,325,315,127,58,,,544,76,229,82,57,60,31,102,469,52,0,40,0,0,0
2016,551599,"PARADISE HOSPICE, INC",1864 E WASHINGTON BLVD SUITE 207,PASADENA,CA,91104,CA - Los Angeles,24,1892,344312.88,300936.24,530163.23,100,24,0.14,0.18,0.01,,,,,0.23,0.46,0.01,85,11,13,13,,,,,,,,,,,,,11,0,0,12,,0,
2016,751559,PRIM HOSPICE CARE INC,4413 RIVERSIDE DRIVE SUITE E,CHINO,CA,91710,CA - San Bernardino,27,2327,424879.6,374734.69,754001.19,100,0,0.45,0.32,0.04,,,14,,0.46,0.91,0.1,85,11,16,17,,,,,,,,,,,,,20,,0,,0,0,0
2016,751729,COMMUNITY CARE AND HOSPICE,2941 LOMA VISTA ROAD,VENTURA,CA,93003,CA - Ventura,25,1999,393746.27,330880.88,584596.98,100,,0.08,0.28,0.05,,,12,,0.14,1.73,0.23,87,,,20,0,0,,,11,,,,,,,,20,,0,0,0,0,
2016,51770,VITAS HEALTHCARE CORPORATION OF CALIFORNIA,"355 LENNON LANE, SUITE 150",WALNUT CREEK,CA,94598,CA - Contra Costa County,1648,127993,31845209.45,21718053.67,48499810.42,98,109,0.38,0.79,0.05,184,272,605,238,0.32,5.64,0.13,85,616,1032,1252,154,101,111,30,750,345,354,179,600,267,83,165,640,750,258,0,0,0,0
2016,751546,SAN GABRIEL HOSPICE,1152 E ROUTE 66,GLENDORA,CA,91740,CA - Los Angeles,50,3773,708168.21,606846.23,805071.12,99,0,0.25,0.29,0.03,11,,17,,0.96,3.12,0.03,89,15,35,37,,,,0,31,,,12,,16,,,49,,0,0,0,0,
2016,551685,"AID & CARE HOSPICE, INC","713 WEST COMMONWEALTH AVE, SUITE A / D",FULLERTON,CA,92832,CA - Orange County,37,3305,566422.18,506286.85,751135.73,100,19,0.13,0.12,0.01,,0,24,,0.21,0.3,0.13,79,17,20,18,,0,18,,23,20,,,,20,,,37,0,0,0,0,0,0
2016,551669,"ACE HOME HEALTH CARE & HOSPICE, INC","85 MORAGA WAY, SUITE 100A",ORINDA,CA,94563,CA - Contra Costa County,72,3379,833929,555709.16,1313247.29,100,0,0.35,0.52,0.06,13,13,15,,0.3,1.75,0.16,86,31,41,41,17,,,,34,20,19,,18,,,15,68,0,0,,0,0,
2016,551676,RHODES CARE HOSPICE,"14925 VENTURA BLVD, STE 212",SHERMAN OAKS,CA,91403,CA - Los Angeles,89,7445,1449239.51,1251271.44,1855882,99,209,0.23,0.3,0.02,30,12,41,16,0.21,1.76,0.05,85,38,51,,11,66,0,,29,65,18,28,,16,,15,24,36,0,29,0,0,0
2016,51515,KAISER FOUNDATION HOSPITAL HOSPICE,17284 SLOVER AVENUE SUITE 105,FONTANA,CA,92337,CA - San Bernardino,564,25449,4880922.18,4393163.79,13582038.98,100,421,0.19,0.36,0.04,71,116,140,18,0.22,0.76,0.07,81,241,323,373,54,,123,,542,67,262,79,31,83,35,74,564,0,0,0,0,0,0
2016,751562,"AMERICARE HOSPICE, INC","4430 SANTA MONICA BLVD, SUITE 202",LOS ANGELES,CA,90029,CA - Los Angeles,14,1644,324054.08,285852.7,578206,99,12,0.17,0.6,0.01,,,,,0.1,9.49,0.05,80,,,,0,,,0,,,,,,,0,,14,0,0,0,0,0,0
2016,551624,"SUNSET HOSPICE CARE, LLC","630 N ROSEMEAD BLVD, SUITE 350",PASADENA,CA,91107,CA - Los Angeles,84,8994,1577364.48,1361278.16,3592559.75,100,0,0.34,0.27,0.01,35,,50,16,0.32,0.52,0.04,87,28,56,65,,,,0,44,18,,47,,18,,,67,17,0,0,0,0,0
2016,51593,GENTIVA HOSPICE,735 CARNEGIE DRIVE SUITE 240,SAN BERNARDINO,CA,92408,CA - San Bernardino,639,45345,8069525.57,7272641.47,10599385.6,100,95,0.29,0.22,0.03,101,131,230,75,0.3,0.66,0.05,81,266,373,442,53,,130,,390,162,163,116,41,167,97,55,510,65,58,0,,0,
2016,751635,MONZONE'S HOSPICE CARE LLC,4959 PALO VERDE STREET SUITE 100C,MONTCLAIR,CA,91763,CA - Los Angeles,50,7279,1308537.4,1188529.76,1908516.65,100,126,0.15,0.15,0,16,,41,15,0.19,0.24,0,75,20,30,17,12,,18,,39,33,,,0,33,,,50,0,0,0,0,0,0
2016,751621,"GENTLE TOUCH HOSPICE CARE, INC",6338 COLDWATER CANYON AVE,N HOLLYWOOD,CA,91606,CA - Los Angeles,74,8287,1520520.13,1377840.95,2877917.42,100,69,0.21,0.37,0.03,34,,45,12,0.45,1.19,0.04,81,21,53,46,,,15,,,25,,,,37,18,,74,0,0,0,0,0,0
2016,751746,"ACCREDITED HOSPICE, INC.",12509 OXNARD ST SUITE 211,NORTH HOLLYWOOD,CA,91606,CA - Los Angeles,31,1564,324984.97,275590.16,452928.4,99,0,0.1,0.34,0.01,,,,,0.13,5.87,0,81,17,14,24,0,,,,,,,,,,,,28,,0,0,0,0,
2016,751684,B & D HOSPICE SERVICES,"21757 DEVONSHIRE ST, STE 9",CHATSWORTH,CA,91311,CA - Los Angeles,38,3083,607770.15,523471.85,771481.2,99,50,0.18,0.33,0.01,,,23,,0.43,4.42,0,81,14,24,20,,,,,11,21,,,,14,,,33,,0,0,0,0,
2016,751692,INLAND EMPIRE HEALTHCARE INC,6030 RIVERSIDE DRIVE SUITE F,CHINO,CA,91710,CA - San Bernardino,21,588,125151.78,108656,185514.22,98,,0.14,0.3,0.21,,,,,0.08,0.3,0.13,86,,,14,,,,0,,,,,,,0,,13,,0,,0,0,0
2016,751535,UNITED HOSPICE INC,12402 INDUSTRIAL BLVD SUITE A7,VICTORVILLE,CA,92395,CA - San Bernardino,234,24791,4332248.54,3987862.13,6108860.86,100,329,0.29,0.19,0.03,55,30,111,54,0.22,0.43,0.05,81,98,136,174,13,,38,,110,57,41,25,18,78,54,18,226,,0,,0,0,0
2016,51503,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"2800 LEAVENWORTH STREET, SUITE 350B",SAN FRANCISCO,CA,94133,CA - San Francisco,498,33029,8247507.1,5507345.71,12827825.48,99,48,0.16,0.26,0.04,43,137,157,64,0.14,0.73,0.08,84,214,284,259,45,131,48,15,150,164,187,68,61,76,32,74,295,66,0,57,65,,
2016,551739,USM HOSPICE,7040 HAYVENHURST SUITE 201,VAN NUYS,CA,91406,CA - Los Angeles,94,9026,1634209.48,1425855.56,2968338.74,100,65,0.22,0.26,0.02,35,13,43,21,0.19,0.81,0.03,83,39,55,54,,,21,,73,39,24,28,,14,,17,69,14,0,11,0,0,0
2016,551722,"SAINT CHRISTOPHER HOSPICE, INC","1648 WILCOX AVE, SUITE A",HOLLYWOOD,CA,90028,CA - Los Angeles,62,5481,977993.67,866814.24,1615404.39,99,0,0.2,0.43,0.03,13,,20,,0.13,3.01,0.03,86,22,40,44,,,,,37,19,11,12,,23,,,47,14,0,,0,0,
2016,551657,HESTIA HOSPICE AND PALLIATIVE CARE CORPORATION,"15545 DEVONSHIRE STREET, SUITE 311",MISSION HILLS,CA,91345,CA - Los Angeles,103,7608,1409678.41,1203856.94,2361221.27,100,41,0.19,0.29,0.02,16,33,33,16,0.15,0.84,0.03,84,47,56,27,,49,23,,74,57,40,23,,15,,,71,16,0,16,0,0,0
2016,751627,"HOSPICE OF ST. CLARE, INC","144 N GLENDALE AVE, SUITE #222",GLENDALE,CA,91206,CA - Los Angeles,16,1225,236735.23,204374.6,374820.88,100,18,0.24,0.3,0.01,,,,,0.2,1.08,0.08,79,,,13,,0,,0,,,,,,,,0,16,0,0,0,0,0,0
2016,551654,"GREEN VALLEY HOSPICE, INC","3009 DOUGLAS BLVD, SUITE 160",ROSEVILLE,CA,95661,CA - Sacramento,156,14453,3167711.39,2244631.77,4003746.94,100,0,0.26,0.26,0.08,15,28,67,32,0.18,0.66,0.16,84,58,98,131,,,14,0,87,23,29,54,16,22,15,20,128,23,0,,0,0,
2016,751552,"GIBRALTAR HOSPICE, INC",27001 AGOURA ROAD STE 195,CALABASAS,CA,91301,CA - Ventura,38,3031,580349.46,500417.43,764945.08,99,38,0.15,0.37,0.02,15,,14,,0.17,2.92,0.03,83,,,23,,,,0,,12,,,,13,,,34,,0,0,0,0,
2016,551670,DESTINY HOSPICE CARE INC,12364 PERRIS BLVD,MORENO VALLEY,CA,92557,CA - San Bernardino,374,25039,4479390.22,4035815.53,6681680.28,100,0,0.24,0.37,0.03,59,69,131,41,0.23,1.05,0.06,82,183,191,282,22,,60,,253,96,85,66,46,84,56,37,334,11,0,29,0,0,0
2016,551656,PRESTIGIOUS HEALTH SERVICES INC.,"750 TERRADO PLAZA, SUITE 122",COVINA,CA,91723,CA - Los Angeles,105,10824,1932986.87,1698679.51,3348569.45,100,40,0.17,0.22,0.01,35,14,53,22,0.15,0.61,0.01,81,45,60,47,11,,41,,75,53,17,18,,36,,14,95,,0,,0,0,0
2016,551531,OPTIMAL HOSPICE CARE,3200 E 19TH ST,SIGNAL HILL,CA,90755,CA - Los Angeles,257,15735,2973145.89,2556644.41,5136716.84,100,,0.31,0.41,0.05,30,58,78,26,0.31,1.12,0.13,84,103,154,151,31,,55,,196,56,76,54,19,54,26,28,179,48,27,,0,0,
2016,751561,"RELIEF HOSPICE, INC","8081 STANTON AVE, SUITE 305",BUENA PARK,CA,90620,CA - Orange County,24,2172,409879.27,372378.88,764807.52,99,36,0.23,0.45,0.01,,,14,,0.14,2.48,0,79,,,14,,0,,,,,,,,,,,24,0,0,0,0,0,0
2016,51508,HOSPICE BY THE BAY,17 EAST SIR FRANCIS DRAKE BLVD,LARKSPUR,CA,94939,CA - San Francisco,1644,114260,27606724.4,18533812.13,38809433.9,100,63,0.22,0.28,0.07,171,312,563,197,0.21,0.96,0.14,85,665,979,1492,19,45,71,17,797,238,462,216,105,243,151,467,1061,310,238,30,,0,
2016,51581,PARADISE HOSPICE,1289 BILLE ROAD,PARADISE,CA,95969,CA - Chico,570,21528,4304932.51,3875902.47,14694804.11,98,465,0.39,0.43,0.04,42,189,119,21,0.69,1.05,0.07,83,274,296,542,,,,,26,144,157,54,17,65,75,202,263,132,0,82,0,55,38
2016,51783,"ANGELS OF THE VALLEY HOSPICE CARE, LLC","2600 FOOTHILL BLVD, STE 202",LA CRESCENTA,CA,91214,CA - Los Angeles,43,3285,613091.12,526327.18,804153.33,99,53,0.38,0.32,0.05,,,18,,0.32,1.06,0.1,85,17,26,29,,,,0,13,16,,14,,,,,28,,0,,0,0,0
2016,751572,TRANQUIL OAKS HOSPICE CARE,"11336 CAMARILLO ST, STE 310",N HOLLYWOOD,CA,91602,CA - Los Angeles,21,2451,440286.33,394176.65,718944.58,100,32,0.3,0.29,0.03,,,14,,0.25,0.38,0.02,81,,,13,,,,0,,,,,,,,,20,,0,0,0,0,
2016,751735,"FREEDOM HOME HEALTH AND HOSPICE CARE SERVICES, INC","825 9TH ST, SUITE B",MARYSVILLE,CA,95901,CA - Sacramento,29,1097,215673.65,190849.26,319067.42,100,,0.14,0.24,0.07,,,,,0.12,0.54,0.06,83,,,23,0,,,0,,14,,13,,,,,18,,0,,0,0,0
2016,51580,PATHWAYS HOME HEALTH AND HOSPICE,585 NORTH MARY AVENUE,SUNNYVALE,CA,94085,CA - San Jose,1270,99226,24036193.97,15864872.88,57487131.48,100,640,0.27,0.31,0.06,143,243,467,197,0.25,1.05,0.14,86,519,751,980,38,140,88,24,516,169,369,150,76,191,100,384,766,354,0,147,,0,
2016,751526,"ALWAYS CARE HOSPICE, INC","5252 ORANGE AVE, SUITE 212",CYPRESS,CA,90630,CA - Orange County,77,7753,1404239.89,1222356.55,2255246.96,99,11,0.21,0.29,0.02,27,12,37,21,0.14,0.51,0.04,86,25,52,51,,,17,0,55,26,,,12,34,,,54,22,0,,0,0,
2016,51542,HOSPICE OF PRESBYTERIAN,15050 IMPERIAL HWY,LA MIRADA,CA,90638,CA - Los Angeles,411,16450,3750910.86,3226054.4,16446433.95,96,661,0.5,0.79,0.06,37,135,77,20,0.99,2,0.08,84,176,235,237,,12,156,,247,83,143,24,37,71,42,94,227,34,0,33,0,86,31
2016,751502,ARCADIA HOSPICE PROVIDER INC,"3452 E FOOTHILL BLVD, STE 120",PASADENA,CA,91107,CA - Los Angeles,232,24872,4536481.49,3927790.54,5577122.89,100,25,0.2,0.3,0.02,134,,131,51,0.61,1.88,0.04,82,88,144,85,47,,54,,138,125,13,65,,124,13,,210,16,0,,0,0,
2016,51749,"ASIAN NETWORK HOSPICE, INC","212 9TH STREET, SUITE 204",OAKLAND,CA,94607,CA - Alameda County,218,13432,3345586.39,2248916.76,5637005.67,100,400,0.25,0.3,0.04,26,44,72,18,0.24,0.48,0.05,84,95,123,,,200,,,82,132,105,48,21,,,24,165,19,,27,0,0,
2016,551702,"DELTA HOSPICE OF INLAND VALLEY, INC",41593 WINCHESTER ROAD,TEMECULA,CA,92590,CA - San Diego,79,6441,1128103.89,1016026.83,2098730.26,100,18,0.47,0.35,0.03,18,13,33,12,0.47,0.65,0.05,83,30,49,51,13,,14,,58,21,15,22,,23,,,71,,0,0,0,0,
2016,751665,"PROCARE HOSPICE SERVICES, INC.",20832 ROSCOE BLVD #214,CANOGA PARK,CA,91306,CA - Los Angeles,29,2096,396836.67,339086.34,705055.74,100,,0.28,0.31,0.02,,,13,,0.26,0.49,0.03,88,,,22,,,,,17,,,13,0,,,,,23,0,0,0,0,
2016,751706,SALUTE HOSPICE INC.,1007 S CENTRAL AVE SUITE 204,GLENDALE,CA,91204,CA - Los Angeles,13,977,206804.98,177522.25,280051.93,98,23,0.1,0.55,0.03,,,,,0.22,11.19,0.05,81,,,,,0,,0,,,,,0,,,,11,,0,0,0,0,
2016,751640,SANCTUARY HOSPICE,150 PAULARINO AVE STE C125,COSTA MESA,CA,92626,CA - Orange County,275,19718,3731523.38,3254850.11,5388342.47,99,48,0.36,0.38,0.04,31,42,105,37,0.32,0.92,0.06,83,108,167,211,,11,42,,125,57,73,89,15,50,12,36,155,36,0,48,0,0,36
2016,551786,BONUM HOSPICE SERVICES,"2000 WEST MAGNOLIA BLVD, STE. 208",BURBANK,CA,91506,CA - Los Angeles,17,2011,361484.35,314874.56,257713,99,,0.18,0.32,0.01,,,,,0.13,0.53,0.07,86,,,12,,0,,,,,,,0,,0,,15,,0,,0,0,0
2016,751599,"MISSION OF MERCY HOSPICE, INC.",4160 VERDUGO RD,LOS ANGELES,CA,90065,CA - Los Angeles,19,2789,515757.16,440127.88,872910.82,99,0,0.23,0.38,0.02,,,12,,0.18,2.42,0.02,86,,,13,,,,,,,,,,,,,18,,0,0,0,0,
